class,order,family,genus,sci_name,papers,status,min_depth,max_depth,year,size_type,size,range_km2,Species Name(RotW),page,chr,achr,NMDS1,NMDS2,NMDS3,uniqueness,sum_GDP_bil,pattern,shape
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Benthobatis,Benthobatis moresbyi,3,LC,787,1071,1898,TL,40,472831,Benthobatis moresbyi,69,1.341934338,3.851788461,-5.307298821,1.111857263,-0.3190034,5.431888301,2806.989685,None,Disc
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Benthobatis,Benthobatis yangi,1,VU,300,500,2003,TL,37,125,Benthobatis yangi,70,1.36343927,8.51235949,-2.274775804,1.86516924,1.592525055,3.345085545,15147.57791,None,Disc
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja binoculata,24,LC,200,800,1855,TL,290,1265574,Beringraja binoculata,133,3.229361345,4.536679364,5.469502893,-4.943920838,-6.642226621,9.923557307,24461.77388,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja cortezensis,1,LC,15,90,1988,TL,39,39588,Beringraja cortezensis,134,1.27261202,4.80731073,6.65154218,2.046115038,-0.909664476,7.018339517,1280.203193,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja inornata,6,LC,17,671,1881,TL,76,445584,Beringraja inornata,135,0.961182911,3.281575526,10.3846391,3.993248378,-1.016404525,11.17227998,24461.77388,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja pulchra,18,EN,5,30,1932,TL,115,1075254,Beringraja pulchra,136,1.476905378,7.460693644,-16.61818147,-3.159361756,4.99185431,17.63701027,21396.97106,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja rhina,38,LC,9,1294,1880,TL,204,604407,Beringraja rhina,137,0.916942278,2.067476083,-13.12752613,-10.79548459,-5.468961145,17.85452228,24461.77388,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Beringraja,Beringraja stellulata,1,LC,18,982.4,1880,TL,71.7,219628,Beringraja stellulata,138,2.400799776,11.45494593,-4.59366479,5.155411688,2.949491861,7.508630242,24461.77388,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Breviraja,Breviraja claramaculata,0,LC,293,896,1985,TL,29,12577,Breviraja claramaculata,139,0.791927875,2.738819507,12.84262192,-2.730956882,0.729428849,13.15002395,21447.0435,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Breviraja,Breviraja colesi,0,LC,220,623,1948,TL,40,46515,Breviraja colesi,140,1.90884828,2.591703083,14.29007749,-5.555092521,-6.311869589,16.58026131,21558.12689,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Breviraja,Breviraja mouldi,0,LC,353,776,1995,TL,41,15060,Breviraja mouldi,141,1.984776288,2.422636212,6.728314209,-1.886098311,3.608617482,7.864457964,489.5644983,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Breviraja,Breviraja nigriventralis,0,LC,549,776,1985,TL,44,11719,Breviraja nigriventralis,142,0.088700392,1.349929234,-15.21121374,3.283009087,-3.266197585,15.90054147,3152.426096,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Breviraja,Breviraja spinosa,0,LC,365,670,1950,TL,33,24118,Breviraja spinosa,143,1.429927701,5.685630315,5.446368333,0.676880258,1.176376859,5.612927704,22727.24669,Spotted,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,Brevitrygon heterura,5,VU,0,50,1841,DW,24,1309739,Brevitrygon heterura,429,2.557337264,2.600167839,16.74437459,-10.36125442,1.347478402,19.7369038,2787.343525,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,Brevitrygon imbricata,9,VU,3,55,1801,DW,29,388953,Brevitrygon imbricate,430,4.06225624,4.858271375,6.710490102,-5.778329018,-1.929425973,9.063247113,5152.813877,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,Brevitrygon javaensis,1,EN,0,100,2013,DW,24,4868,Brevitrygon javaensis,431,2.529753241,5.253842207,-10.45801213,3.687935996,1.729382283,11.22326391,1089.077357,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,Brevitrygon manjajiae,1,NT,0,94,2023,DW,NA,227655,NA,NA,NA,NA,NA,NA,NA,NA,5477.910572,NA,NA
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,Brevitrygon walga,20,NT,0,40,1841,DW,23,1337338,Brevitrygon walga,432,3.080145214,4.67679215,-3.609051951,2.670041888,1.212237985,4.6501506,5698.939828,None,Rhombus
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja aenigma,0,DD,422,437,2006,TL,44,NA,Brochiraja aenigma,337,0.393780443,2.611150726,11.89467702,6.417358038,-0.355454382,13.52006559,NA,Mottled,Disc
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja albilabiata,0,DD,900,1003,2006,TL,65,20110,Brochiraja albilabiata,338,0.612615546,5.798518339,-7.227092335,4.912732776,1.264778898,8.829805921,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja asperula,4,DD,57,1150,1974,TL,78,850007,Brochiraja asperula,339,0.094071351,2.039564114,1.349130266,9.71521749,0.545831764,9.823621311,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja heuresa,1,DD,870,1350,2012,TL,38,59940,Brochiraja heuresa,340,1.381332399,8.732841149,-9.571046225,4.068365756,3.487635709,10.96905322,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja leviveneta,0,DD,300,1200,2006,TL,51,1224504,Brochiraja leviceneta,341,1.011711907,3.022065315,-7.649759562,17.39735298,-0.768680909,19.02045169,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja microspinifera,0,DD,600,1200,2006,TL,33,68891,Brochiraja microspinifera,342,1.178619525,3.437422196,-2.933307508,5.408220193,0.635302618,6.185203958,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja spinifera,3,DD,125,1500,1974,TL,84,286685,Brochiraja spinifera,343,0.983612716,6.476854328,-5.335384332,13.92884524,-0.972424513,14.9473966,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,Brochiraja vittacauda,1,DD,630,975,2012,TL,72,51740,Brochiraja vittacauda,344,1.936156518,8.19291493,-18.58884089,6.161767382,5.232819686,20.27053982,213.0179479,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja andamanica,1,DD,275,525,1909,TL,50,2481,Cruriraja andamanica,383,0.226882315,2.241229849,-0.42125351,7.44620366,-5.499334326,9.266395281,2832.815684,None,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja atlantis,0,LC,512,860,1948,TL,34,22395,Cruriraja atlantis,384,2.885433664,2.001543441,30.9541753,-5.071501324,-1.985346354,31.42964674,21558.12689,None,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja cadenati,0,LC,457,896,1962,TL,38,10866,Cruriraja cadenati,385,2.695777142,3.342433902,24.86334921,-4.910267552,-0.907505207,25.35981915,21551.77505,None,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja durbanensis,0,DD,860,860,1923,TL,31,22145,Cruriraja durbanensis,386,0.849385948,4.456090601,-3.106168915,1.165500585,0.043535905,3.317916864,385.3894234,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja hulleyi,2,LC,40,545,2010,TL,59,227115,Cruriraja hulleyi,387,2.806578586,5.8372278,-5.94626064,-7.73083886,1.39555892,9.852485462,397.8645233,None,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja parcomaculata,4,LC,65,680,1923,TL,43,80327,Cruriraja parcomaculata,388,1.316852087,3.175714578,19.87715302,-6.094358007,-3.137810561,21.02589515,401.2298307,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja poeyi,0,LC,366,870,1948,TL,34,94856,Cruriraja poeyi,389,1.516309078,4.58899342,12.52404874,-1.723242572,2.197813422,12.83166964,22838.33009,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Cruriraja,Cruriraja rugosa,1,LC,251,1007,1958,TL,51,356097,Cruriraja rugosa,390,0.571035848,3.012745455,13.79828384,1.106888767,0.707969604,13.86070202,30903.06738,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dactylobatus,Dactylobatus armatus,0,LC,338,685,1909,TL,32,32981,Dactylobatus armatus,144,0.929067813,2.467321015,18.45987994,0.557838786,-8.17485379,20.1966974,23192.3362,Mottled,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dactylobatus,Dactylobatus clarkii,0,LC,300,915,1958,TL,75,145789,Dactylobatus clarkii,145,3.140347279,5.219574342,14.99598012,-2.677098587,7.2366879,16.86463543,30381.65849,Spotted,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,Dasyatis chrysonota,12,NT,0,110,1828,DW,75,70743,Dasyatis chrysonota,433,8.303283625,4.877030149,8.706397145,0.747872247,-2.569332083,9.108355038,474.4349449,Mottled,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,Dasyatis hypostigma,6,EN,5,80,2004,DW,58,312041,Dasyatis hypostigma,434,4.088063699,7.63438019,12.21515112,-3.456758548,-2.461062477,12.93119968,2534.86601,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,Dasyatis marmorata,31,NT,0,100,1892,DW,75,281483,Dasyatis marmorata,435,8.248989167,6.290193946,-1.718949132,4.365616391,-10.15462746,11.18614551,2373.569353,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,Dasyatis pastinaca,130,VU,0,200,1758,DW,140,2081136,Dasyatis pastinaca,436,4.744702039,4.796580944,9.858201575,-2.616731321,-0.305765887,10.2041616,20281.86819,Mottled,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,Dasyatis tortonesei,11,DD,0,100,1977,DW,84,78049,Dasyatis tortonesei,437,3.11600235,8.763752855,1.6862849,0.752268593,4.726525406,5.074397227,4121.00524,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja australis,3,NT,20,325,1884,TL,55,35826,Dentiraja australis,146,4.516842394,10.52278597,9.874841404,-9.581412646,1.265357468,13.81727508,1410.266438,Mottled,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja cerva,1,NT,60,470,1939,TL,66,255165,Dentiraja cerva,147,3.126820422,7.65443057,11.03043831,-5.6020722,6.726783598,14.08202399,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja confusa,0,CR,20,600,2008,TL,70,306039,Dentiraja confusa,148,0.994053992,6.02550549,-1.662404862,2.408095513,-1.184193168,3.156711483,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja endeavouri,0,NT,110,370,2008,TL,37,10594,Dentiraja endeavouri,149,2.371372753,9.164338019,0.382447838,-7.885339058,0.516043949,7.911456236,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja falloarga,0,DD,122,256,2008,TL,49,351219,Dentiraja falloarga,150,2.484284431,9.596155927,6.981220833,8.5219184,3.851717981,11.67031572,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja flindersi,0,DD,27,54,2008,TL,33,22306,Dentiraja flindersi,151,1.785263879,7.893159836,6.886633559,-1.296997228,4.948526879,8.578801889,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja healdi,0,LC,304,520,2008,TL,72,173728,Dentiraja healdi,152,1.625895732,5.722911066,12.90319378,11.86920685,2.904976147,17.77102606,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja lemprieri,0,LC,0,170,1845,TL,55,273202,Dentiraja lemprieri,153,2.841640869,10.85003012,-7.907287075,-2.200970295,4.617911346,9.417779161,1410.266438,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja oculus,0,LC,200,390,2008,TL,55.7,88071,Dentiraja oculata,154,0.669958758,3.319493291,12.69774476,6.634754673,3.136395114,14.66593556,1410.266438,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dentiraja,Dentiraja polyommata,5,LC,135,320,1910,TL,38,139623,Dentiraja polyommata,155,2.391753361,7.732441214,10.13069788,3.889964153,2.960002816,11.24830997,1410.266438,Spotted,Rhombus
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Diplobatis,Diplobatis colombiensis,0,VU,30,107,1984,TL,17,8989,Diplobatis colombiensis,71,2.461529402,3.952725827,6.110894647,1.117121085,0.439097623,6.227664059,320.7781672,Spotted,Disc
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Diplobatis,Diplobatis guamachensis,0,VU,30,185,1957,TL,20,52446,Diplobatis guamachensis,72,0.956835151,3.727616393,10.89614851,1.445882614,0.347731409,10.99716081,352.0832375,Lined,Spade
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Diplobatis,Diplobatis ommata,16,LC,0,65,1890,TL,25,117170,Diplobatis ommata,73,2.947421554,5.714553067,7.490180985,-6.26113299,5.635331071,11.27215835,1980.993595,Spotted,Spade
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Diplobatis,Diplobatis picta,0,VU,0,130,1950,TL,18,320799,Diplobatis picta,74,2.411428826,7.214913297,12.27380422,-2.513983702,0.852791144,12.5576127,5001.121394,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus acrobelus,0,LC,446,1328,2008,TL,137,422930,Dipturus acrobelus,156,0.320200088,3.360942067,-2.512585681,15.28407003,0.480730045,15.49667657,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus amphispinus,1,DD,NA,NA,2013,TL,90,NA,Dipturus amphispinus,157,2.302981962,9.051943848,-20.03132352,-0.415717691,4.586650242,20.55393158,369.2872738,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus apricus,0,LC,195,605,2008,TL,77,164592,Dipturus apricus,158,0.854445321,7.658335464,-4.540996161,5.547681711,1.163699707,7.263030739,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus argentinensis,3,DD,85,400,2008,TL,125,184498,Zearaja argentinensis,275,0.068904804,1.311295091,-10.58653335,3.358440005,0.919227174,11.14445092,3475.766547,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus batis,44,CR,10,600,1758,TL,143,1598275,Dipturus batis,159,2.257698743,5.206580031,-3.307114741,-1.369369818,1.670742054,3.950134253,14564.23671,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus brevicaudatus,3,VU,25,350,1933,TL,119,927502,NA,NA,NA,NA,NA,NA,NA,NA,2534.86601,NA,NA
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus bullisi,0,LC,185,550,1962,TL,77,110457,Dipturus bullisi,160,0.648715822,1.095514973,6.32247759,5.606790887,0.102201904,8.451051541,27571.73817,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus campbelli,0,NT,137,403,1967,TL,66,19968,Dipturus campbelli,161,1.474353953,4.41564891,11.66573611,2.583734114,1.921956329,12.1020245,401.2298307,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus canutus,0,EN,155,1050,2008,TL,90,361713,Dipturus canutus,162,0.592809185,5.545853727,-19.30751105,1.46745352,1.484813439,19.42004309,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus chilensis,51,EN,14,600,1848,TL,210,102527,Zearaja chilensis,276,1.977535554,9.954948694,-15.78685112,-3.474628748,4.563266502,16.79646137,287.0713109,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus chinensis,3,VU,20,80,1855,TL,68,207833,Dipturus chinensis,163,2.072708934,7.844752924,-3.59917098,2.031941944,2.857337226,5.024658778,19745.54813,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus crosnieri,0,VU,300,850,1989,TL,61,5184,Dipturus crosnieri,164,0.309635162,1.601957818,-4.629846645,5.595464039,0.254542669,7.267013812,13.93234898,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus doutrei,0,LC,165,1200,1960,TL,115,490887,Dipturus doutrei,165,0.714387176,1.210831553,-1.022791908,-2.570899866,-0.690329059,2.851698374,1240.322321,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus ecuadoriensis,0,DD,NA,NA,1941,TL,39,NA,Dipturus ecuadoriensis,166,0.252498219,0.566600322,-2.97995127,0.590998607,-2.457572788,3.907563555,107.3290175,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus garricki,0,LC,275,475,1958,TL,107,45528,Dipturus garricki,167,0.12340121,0.483774067,-0.706467396,2.94435948,-0.446867373,3.060725302,28811.09862,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus gigas,1,NT,300,1000,1958,TL,186,101232,Dipturus gigas,168,0.337295546,2.156361461,-16.94284743,-0.890316885,-0.511164077,16.97392211,20114.83541,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus grahamorum,0,LC,100,500,2008,TL,64,191848,Dipturus grahami,169,1.385965394,7.748268915,-14.55663481,-2.450150164,2.872430773,15.03827488,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus gudgeri,0,NT,160,765,1940,TL,184,586134,Dipturus gudgeri,170,1.071607523,3.857580956,-7.838843759,7.667995949,-0.838559512,10.99767318,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus innominatus,2,LC,0,1300,1974,TL,240,683121,Dipturus innominatus,171,1.877286832,4.185132125,-6.868178304,5.757836353,-1.352635177,9.063894009,213.0179479,Other,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus intermedius,25,CR,20,1500,1837,TL,254,1662971,Dipturus intermedius,172,0.240512675,5.742297692,-9.205241082,5.26205507,0.122893451,10.60381015,15691.22854,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus johannisdavisi,1,DD,220,660,1899,TL,54,29404,Dipturus johannisdavisi,173,0.624810846,2.822184032,-22.84138845,-3.063694056,1.716561477,23.10977782,2928.447166,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus kwangtungensis,3,DD,NA,NA,1960,TL,50,NA,Dipturus kwangtungensis,174,2.551381691,13.50846339,-3.415003481,-3.484155279,9.090357091,10.31679111,15140.27392,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus laevis,20,LC,10,1174,1818,TL,163,578215,Dipturus laevis,175,0.399258956,1.375426709,-7.102114694,0.362320622,-0.328158463,7.11891827,25933.75561,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus lamillai,2,LC,101,572,2019,TL,155,171697,NA,NA,NA,NA,NA,NA,NA,NA,2899.625744,NA,NA
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus lanceorostratus,0,DD,430,694,1967,TL,82,17196,Dipturus lanceorostratus,176,0.34900292,1.884930521,-8.607268601,7.611385061,-1.358808813,11.56998776,401.2298307,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus leptocaudus,1,VU,10,550,1975,TL,88,232341,Dipturus leptocaudus,177,0.831836552,2.982381837,-10.14606152,0.873548397,1.020371232,10.23458883,2534.86601,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus macrocauda,0,NT,150,850,1955,TL,130,124681,Dipturus macrocaudus,178,0.269651574,4.347115863,-31.21690415,0.471488813,0.198528256,31.22109575,21396.97106,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus maugeanus,0,EN,15,15,2007,TL,84,354,Zearaja maugeana,277,1.531056889,6.30943688,-11.18427126,-1.236592467,0.378393889,11.25878619,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus melanospilus,0,DD,240,695,2008,TL,78,265947,Dipturus melanospilus,179,0.965632566,3.717593206,-13.1956184,6.51138364,1.170971451,14.76122068,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus mennii,1,CR,133,550,2001,TL,167,51435,Dipturus mennii,180,0.277012731,1.519352131,-6.929268845,4.072659095,-0.03157024,8.037556563,1895.111052,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus nasutus,7,LC,17,1500,1841,TL,90,810169,Zearaja nasuta,278,1.645190482,5.055524564,4.699277876,0.916405841,1.158720903,4.926017291,213.0179479,Other,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus nidarosiensis,11,EN,125,1573,1881,TL,230,1495534,Dipturus nidarosiensis,181,1.847173655,3.705073023,-4.616025783,-1.830223117,0.499450195,4.990677427,11878.04757,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus olseni,0,LC,55,384,1951,TL,69,67733,Dipturus olseni,182,0.83847377,0.630645286,3.984890454,-10.93833689,-9.038082001,14.73816447,22727.24669,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus oregoni,0,LC,475,1080,1958,TL,144,31578,Dipturus oregoni,183,0.178636871,1.061237561,-5.14238823,4.038344716,0.512331009,6.558572086,22727.24669,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus oxyrinchus,25,VU,70,1230,1758,TL,150,1439016,Dipturus oxyrinchus,184,0.865728016,3.960242159,-9.194413634,2.602275971,0.86615208,9.594753864,13069.62323,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus pullopunctatus,0,LC,15,457,1964,TL,130,229291,Dipturus pullopunctatus,185,4.079672309,6.777169359,7.923437592,-12.45615581,-1.337107021,14.82310818,397.8645233,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus queenslandicus,0,DD,399,606,2008,TL,76,58426,Dipturus queenslandicus,186,1.3474132,7.715545592,0.528696966,11.6370741,-1.793735494,11.7863693,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus springeri,0,LC,50,970,1967,TL,192,492770,Dipturus springeri,187,0.03178545,1.636100193,-4.982152405,7.454807587,-3.069035642,9.477076475,3270.665207,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus stenorhynchus,0,DD,255,760,1967,TL,101,8309,Dipturus stenorhynchus,188,0.072097964,0.821256733,-9.907813812,4.513166865,-1.870995599,11.04690338,401.2298307,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus teevani,0,LC,311,940,1951,TL,84,310865,Dipturus teevani,189,0.247082467,1.9275241,0.558719513,5.648971145,0.174271635,5.679208844,31830.00709,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus tengu,1,NT,45,400,1903,TL,113,377410,Dipturus tengu,190,0.289446626,2.454263203,-10.15857339,4.366896366,0.110635991,11.05796715,23441.48023,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus trachydermus,17,EN,85,480,1975,TL,264,1208865,Dipturus trachydermus,191,0.276161388,1.284906964,-9.782343651,-0.466847864,-0.177911431,9.795092991,5721.563065,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus wengi,0,LC,485,1165,2008,TL,128,561372,Dipturus wengi,192,0.309187604,2.153271914,-10.42656955,6.486250892,-1.143020765,12.33253014,1410.266438,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Dipturus,Dipturus wuhanlingi,1,DD,NA,NA,2008,TL,100,NA,Dipturus wuhanlingi,193,0.525314396,2.543028279,-10.28859989,-1.314493023,2.201158642,10.60322022,14778.29063,None,Rhombus
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Discopyge,Discopyge castelloi,1,DD,35,56,2008,TL,31,14199,Discopyge castelloi,75,2.765835472,3.518036194,4.731905908,-7.718265868,0.943378759,9.10233624,576.140803,None,Spade
Chondrichthyes,TORPEDINIFORMES,NARCINIDAE,Discopyge,Discopyge tschudii,30,LC,10,181,1846,TL,55,1106643,Discopyge tschudii,76,0.88389414,1.685012818,-3.633673316,1.973994518,0.516817551,4.167413647,3046.400209,None,Spade
Chondrichthyes,TORPEDINIFORMES,NARKIDAE,Electrolux,Electrolux addisoni,0,LC,0,50,2007,TL,52,939,Electrolux addisoni,97,4.84931608,13.38775689,-19.26046022,-6.118112621,-4.897517491,20.79380455,385.3894234,Mottled,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja atripinna,0,LC,366,951,1950,TL,29,46660,Fenestraja atripinna,391,0.562501444,2.095404078,15.93812073,1.758093466,3.042522643,16.32089241,21558.12689,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja cubensis,0,LC,440,869,1950,TL,30,67074,Fenestraja cubensis,392,1.63035386,2.781815274,23.08816341,-10.65320373,-1.391238686,25.46545866,21558.12689,Other,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja ishiyamai,0,LC,503,950,1962,TL,36,44725,Fenestraja ishiyamai,393,0.385326142,1.890104962,6.243897146,0.331099292,-0.654283707,6.286808847,22851.86608,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja maceachrani,0,DD,600,765,1989,TL,42,708,Fenestraja maceachrani,394,3.199599522,2.116735444,30.99061283,-9.299207616,-1.891537298,32.41097436,13.93234898,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja mamillidens,0,LC,1092,1338,1889,TL,29.2,10,Fenestraja mamillidens,395,0.048410879,0.440863723,-13.22759562,-2.360380409,-8.2723442,15.77885801,2857.546404,None,Rhombus
